Date,ID,Stock
2015-08-31,福建莆田股友,600596
2015-08-31,zcmamama,600596
2015-08-31,圣诞大胡子,600596
2015-09-19,江西赣州股友,600596
2015-08-31,河北廊坊股友,600596
2015-08-31,湖南衡阳股友,600596
2015-08-31,湖南衡阳股友,600596
2015-08-31,湖南衡阳股友,600596
2015-08-31,辽宁沈阳股友,600596
2015-08-31,江西赣州股友,600596
2015-08-13,zcmamama,600596
2015-09-18,AL巴巴,600596
2015-09-16,AL巴巴,600596
2015-07-10,河南许昌股友,600596
2015-07-10,山中油菜花,600596
2015-09-02,江西赣州股友,600596
2015-09-02,江西赣州股友,600596
2015-09-12,江西赣州股友,600596
2015-09-14,江西赣州股友,600596
2015-09-19,江西赣州股友,600596
2015-09-19,圣诞大胡子,600596
2015-09-20,浙江杭州股友,600596
2015-08-13,广东深圳股友,600596
2015-08-13,三乡,600596
2015-08-13,apple26e3ed,600596
2015-08-13,山东青岛股友,600596
2015-08-14,广东佛山股友,600596
2015-08-15,广东惠州股友,600596
2015-08-15,zcmamama,600596
2015-08-15,圣诞大胡子,600596
2015-08-15,黑龙江哈尔滨股友,600596
2015-08-17,辽宁沈阳股友,600596
2015-09-18,zhao20111,600596
2015-09-18,HUAc22rf6,600596
2015-09-18,AL巴巴,600596
2015-09-18,河北石家庄股友,600596
2015-09-18,浙江杭州股友,600596
2015-09-18,北京股友,600596
2015-09-16,AL巴巴,600596
2015-09-21,赶牛老汉,600596
2015-08-17,浙江绍兴股友,600596
2015-08-17,广东佛山股友,600596
2015-08-17,金色的阳光下,600596
2015-08-17,圣诞大胡子,600596
2015-08-19,圣诞大胡子,600596
2015-09-16,河北保定股友,600596
2015-09-16,仍静候着,600596
2015-09-17,江苏南京股友,600596
2015-09-17,开学至上,600596
2015-09-17,AL巴巴,600596
2015-09-21,福建厦门股友,600596
2015-09-21,北京股友,600596
2015-09-21,福建厦门股友,600596
2015-09-21,HUAc22rf6,600596
2015-09-21,山东济南股友,600596
2015-09-21,广东股友,600596
2015-08-31,江西赣州股友,600596
2015-09-01,圣诞大胡子,600596
2015-09-02,江西赣州股友,600596
2015-09-06,江西赣州股友,600596
2015-09-08,江西赣州股友,600596
2015-09-08,圣诞大胡子,600596
2015-09-08,圣诞大胡子,600596
2015-09-10,江西赣州股友,600596
2015-09-10,圣诞大胡子,600596
2015-09-10,江西赣州股友,600596
2015-09-21,牛市一定发44256,600596
2015-09-17,仍静候着,600596
2015-09-11,圣诞大胡子,600596
2015-09-11,看我关注的,600596
2015-09-12,江西赣州股友,600596
2015-09-19,江西赣州股友,600596
2015-09-21,山西太原股友,600596
2015-09-21,黑龙江齐齐哈尔股友,600596
2015-09-21,时重堆,600596
2015-09-21,广东广州股友,600596
2015-09-21,河南开封股友,600596
2015-09-17,股友VRxGgu,600596
2015-09-17,AL巴巴,600596
2015-09-18,江西赣州股友,600596
2015-09-19,江西赣州股友,600596
2015-09-19,股海帆舟1,600596
2015-09-20,广西股友,600596
2015-09-21,股海帆舟1,600596
2015-09-21,HUAc22rf6,600596
2015-09-21,专业股民8801,600596
2015-09-17,专业股民8801,600596
2015-09-21,时重堆,600596
2015-09-18,荣哥198828,600596
2015-09-18,huarg4vh3,600596
2015-09-21,坦然258,600596
2015-09-22,新安股份资讯,600596
2015-09-22,广西股友,600596
2015-09-22,广西股友,600596
2015-09-19,福建厦门股友,600596
2015-09-19,babyface17588,600596
2015-09-19,浙江杭州股友,600596
2015-09-19,股海帆舟1,600596
2015-09-22,小小4散户,600596
2015-06-10,月线主升浪,600596
2015-09-22,股海帆舟1,600596
2015-09-22,福建厦门股友,600596
2015-06-11,月线主升浪,600596
2015-06-11,月线主升浪,600596
2015-06-11,月线主升浪,600596
2015-06-11,我要买跑车,600596
2015-09-22,广西股友,600596
2015-09-22,顺流逆流2014,600596
2015-09-22,北京股友,600596
2015-09-22,HUAc22rf6,600596
2015-09-22,牛市一定发44256,600596
2015-09-22,wxfqtd,600596
2015-06-11,月线主升浪,600596
2015-09-22,顺流逆流2014,600596
2015-09-22,圣诞大胡子,600596
2015-09-22,福建厦门股友,600596
2015-09-22,河北石家庄股友,600596
2015-09-22,停板j,600596
2015-09-22,广东深圳股友,600596
2015-09-22,股海帆舟1,600596
2015-09-23,新安股份资讯,600596
2015-09-22,月线主升浪,600596
2015-09-22,牛市一定发44256,600596
2015-09-22,苦尽甘来16888,600596
2015-09-22,xioke,600596
2015-09-23,平安是福1688,600596
2015-09-23,海南海马足球队,600596
2015-06-11,月线主升浪,600596
2015-06-11,月线主升浪,600596
2015-06-11,建议通过2,600596
2015-06-11,月线主升浪,600596
2015-06-12,我要买跑车,600596
2015-06-12,月线主升浪,600596
2015-09-22,股海帆舟1,600596
2015-09-23,黑龙江齐齐哈尔股友,600596
2015-09-23,广东深圳股友,600596
2015-09-23,福建厦门股友,600596
2015-06-12,建议通过2,600596
2015-06-12,月线主升浪,600596
2015-06-12,月线主升浪,600596
2015-06-16,月线主升浪,600596
2015-06-20,月线主升浪,600596
2015-09-04,月线主升浪,600596
2015-09-23,海南海马足球队,600596
2015-09-23,时重堆,600596
2015-09-23,山西太原股友,600596
2015-09-23,黑龙江齐齐哈尔股友,600596
2015-09-04,月线主升浪,600596
2015-09-04,月线主升浪,600596
2015-09-04,月线主升浪,600596
2015-09-15,月线主升浪,600596
2015-09-16,AL巴巴,600596
2015-09-22,月线主升浪,600596
2015-09-23,HUAc22rf6,600596
2015-09-23,海南海马足球队,600596
2015-09-23,河北唐山股友,600596
2015-09-23,专业股民8801,600596
2015-09-23,牛阿呆,600596
2015-09-23,河北唐山股友,600596
2015-09-23,专业股民8801,600596
2015-09-23,股海帆舟1,600596
2015-09-23,股海帆舟1,600596
2015-09-21,eminem3723230,600596
2015-09-21,eminem3723230,600596
2015-09-21,一针探底,600596
2015-09-23,VIP白金用户,600596
